,names,companies,car_births,car_types,car_prices_1,car_prices_2,fuel_efficiencies,fuels,images
102,2021 볼보 V90 크로스 컨트리,볼보,수입차,준대형,6900.0,7920.0,10.2~10.5km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201021_256/auto_1603242148042JX4Yc_PNG/20201021100225_Cpi8R1xd.png?type=f160_116
103,2021 롤스로이스 고스트,롤스로이스,수입차,대형,47100.0,,억,65km,https://imgauto-phinf.pstatic.net/20200907_234/auto_1599449881605HK7d2_PNG/20200907123750_yfrgORnx.png?type=f160_116
104,2020 포르쉐 911 카레라,포르쉐,수입차,스포츠카,14790.0,17400.0,억,억,https://imgauto-phinf.pstatic.net/20200225_92/auto_1582596424780VeKKy_PNG/20200225110653_aHf8QRH1.png?type=f160_116
105,2021 아우디 A4,아우디,수입차,중형,5014.0,6093.0,10.5~15.9km/ℓ,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210115_296/auto_1610680528971XKsYt_PNG/20210115121515_1AaO5uIS.png?type=f160_116
106,2020 리비안 R1S,리비안,수입차,준대형,65000.0,,정보없음,전기,https://imgauto-phinf.pstatic.net/20200918_203/auto_1600418348371Ux6MX_PNG/20200918173905_BX0ZGqHB.png?type=f160_116
107,2021 포드 레인저,포드,수입차,준대형,4990.0,,10.0km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20210222_238/auto_1613973506579fsghq_PNG/20210222145823_nyKIiqYa.png?type=f160_116
108,2021 렉서스 NX 하이브리드,렉서스,수입차,중형,5960.0,6770.0,12.0km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20201012_58/auto_1602475454804qze9L_PNG/20201012130358_GSvLS0BV.png?type=f160_116
109,2020 폭스바겐 아테온,폭스바겐,수입차,중형,5324.0,6113.0,13.4~15.2km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20200707_3/auto_1594093461779Kvbt3_PNG/20200707124410_VO4ejJ8b.png?type=f160_116
110,2019 페라리 SF90 스트라달레,페라리,수입차,스포츠카,64000.0,,억,74km,https://imgauto-phinf.pstatic.net/20190702_123/auto_15620546210899ybIO_PNG/20190702170339_LRGy9rmt.png?type=f160_116
111,2021 아우디 RS7,아우디,수입차,준대형,16402.0,,억,74km,https://imgauto-phinf.pstatic.net/20210802_16/auto_1627878859387oPrrj_PNG/20210802133402_yimSVJTS.png?type=f160_116
112,2021 벤츠 C클래스,벤츠,수입차,중형,,,5.6~7.9ℓ/100km,"디젤,가솔린",https://imgauto-phinf.pstatic.net/20210225_238/auto_1614233968079oEtMz_PNG/20210225151915_DdkjrSXB.png?type=f160_116
113,2021 토요타 시에나 하이브리드,토요타,수입차,대형,6200.0,6400.0,13.7~14.5km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210413_11/auto_1618287298271xoqfB_PNG/20210413131455_WWwYe8H9.png?type=f160_116
114,2021 지프 체로키,지프,수입차,중형,4640.0,5290.0,8.1~9.5km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210303_214/auto_1614737670432ATwzg_PNG/20210303111416_D8zF5Le1.png?type=f160_116
115,2021 포르쉐 카이엔 쿠페,포르쉐,수입차,준대형,143910.0,,14.1ℓ/100km,가솔린,https://imgauto-phinf.pstatic.net/20210630_288/auto_1625026321879vhqid_PNG/20210630131131_1dmCTqHV.png?type=f160_116
116,2021 아우디 Q5 스포트백,아우디,수입차,중형,6704.0,7293.0,13.0km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20210906_206/auto_16309123360168NdKY_PNG/20210906161200_ozlbU7uy.png?type=f160_116
117,2021 쉐보레 카마로,쉐보레,수입차,스포츠카,5450.0,5529.0,7.4km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201026_275/auto_1603678706677L1qbD_PNG/20201026111816_9nATT5Zo.png?type=f160_116
118,2020 포드 브롱코 4도어,포드,수입차,중형,,,정보없음,가솔린,https://imgauto-phinf.pstatic.net/20200714_170/auto_15946983101403ap2t_PNG/20200714124456_Gen0mULh.png?type=f160_116
119,2020 아우디 Q3,아우디,수입차,준중형,4656.0,4902.0,14.7km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20200519_101/auto_15898787775012lpcD_PNG/20200519175925_LYKGnDiK.png?type=f160_116
120,2020 벤츠 EQC,벤츠,수입차,중형,9560.0,,3.2km/kWh,전기,https://imgauto-phinf.pstatic.net/20191021_70/auto_1571632761146O1GeB_PNG/20191021133909_GJ9DQZtf.png?type=f160_116
121,2021 혼다 어코드 하이브리드,혼다,수입차,중형,4570.0,,17.5km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210112_221/auto_16104346834412BYk8_PNG/20210112155752_aqfPuKib.png?type=f160_116
122,2021 벤츠 GLC 쿠페 AMG,벤츠,수입차,중형,9970.0,13260.0,억,7081km,https://imgauto-phinf.pstatic.net/20210818_179/auto_1629260577179rDSdQ_PNG/20210818132243_cZwsXoiZ.png?type=f160_116
123,2021 렉서스 UX 하이브리드,렉서스,수입차,준중형,4560.0,5480.0,15.0~16.7km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210112_192/auto_1610430474358Q8BU7_PNG/20210112144737_rDZCK4N4.png?type=f160_116
124,2021 혼다 CR-V 하이브리드,혼다,수입차,준중형,4510.0,4770.0,14.5km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210112_227/auto_1610433667574jWvBf_PNG/20210112154053_DqpM7o4c.png?type=f160_116
125,2020 리비안 R1T,리비안,수입차,대형,61500.0,,정보없음,전기,https://imgauto-phinf.pstatic.net/20200918_294/auto_1600418449909TwDEB_PNG/20200918174047_kXxMMNLt.png?type=f160_116
126,2021 토요타 라브4 하이브리드,토요타,수입차,준중형,4059.0,4627.0,15.5~15.7km/ℓ,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20200923_160/auto_1600826340171BfqYR_PNG/20200923105846_g8Vgtx65.png?type=f160_116
127,2021 포르쉐 마칸,포르쉐,수입차,중형,,,9.9ℓ/100km,가솔린,https://imgauto-phinf.pstatic.net/20210720_69/auto_1626767697432GQbr4_PNG/20210720165439_CAcodfx5.png?type=f160_116
128,2021 테슬라 사이버트럭,테슬라,수입차,대형,39900.0,69900.0,정보없음,전기,https://imgauto-phinf.pstatic.net/20191122_151/auto_1574405620284UCibN_PNG/20191122155337_n0qrJJVp.png?type=f160_116
129,2021 아우디 R8,아우디,수입차,스포츠카,25569.0,,억,60km,https://imgauto-phinf.pstatic.net/20210204_88/auto_1612400545637c8Ga1_PNG/20210204100206_UThOzWAB.png?type=f160_116
130,2021 벤츠 E클래스 카브리올레,벤츠,수입차,준대형,1660.0,,억,91km,https://imgauto-phinf.pstatic.net/20200527_195/auto_1590562984743A6iX6_PNG/20200527160252_kggXmTCQ.png?type=f160_116
131,2020 벤츠 C클래스 카브리올레,벤츠,수입차,중형,6730.0,,10.4km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20200414_132/auto_1586836070759ghLRq_PNG/20200414124738_ZlmVeTq4.png?type=f160_116
132,2021 재규어 F-페이스,재규어,수입차,중형,7350.0,7940.0,12.8km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20210811_103/auto_1628674021869YwY7n_PNG/20210811182657_w5pRJphl.png?type=f160_116
133,2021 지프 컴패스,지프,수입차,준중형,4290.0,4590.0,9.6km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20200608_2/auto_1591588747455zBURl_PNG/20200608125855_eP27r1GZ.png?type=f160_116
134,2021 랜드로버 레인지로버 이보크,랜드로버,수입차,준중형,6770.0,7890.0,8.9km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210405_31/auto_1617583919824pRAhp_PNG/20210405095142_mX7d6FuG.png?type=f160_116
135,2021 링컨 네비게이터,링컨,수입차,대형,11840.0,,억,72km,https://imgauto-phinf.pstatic.net/20210325_188/auto_16166445495669bT9s_PNG/20210325125536_NETBIqTa.png?type=f160_116
136,2019 스즈키 짐니,스즈키,수입차,경형,1458000.0,1841400.0,13.2~16.2km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20190702_216/auto_1562048133407PE9wc_PNG/20190702151531_wbBnTlTf.png?type=f160_116
137,2021 폭스바겐 파사트 GT,폭스바겐,수입차,중형,4490.0,5390.0,14.0~14.9km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20201214_203/auto_1607916532279biYCj_PNG/20201214122826_tO5n8tG4.png?type=f160_116
138,2021 랜드로버 레인지로버,랜드로버,수입차,대형,17187.0,21497.0,억,억,https://imgauto-phinf.pstatic.net/20210125_47/auto_1611536473091rgKx5_PNG/20210125100059_CJNMZTsP.png?type=f160_116
139,2021 혼다 CR-V,혼다,수입차,준중형,3850.0,,12.6km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210112_182/auto_1610432792094oCgtJ_PNG/20210112152208_Hl4QC6VS.png?type=f160_116
140,2021 푸조 2008,푸조,수입차,소형,3278.0,3585.0,17.1km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20210201_40/auto_1612149030113VGR9g_PNG/20210201121017_WokKiJxX.png?type=f160_116
141,2020 아우디 Q2,아우디,수입차,소형,3850.0,4242.0,15.1km/ℓ,디젤,https://imgauto-phinf.pstatic.net/20200831_272/auto_1598857898135sQeUU_PNG/20200831161128_WBMC7kC2.png?type=f160_116
142,2021 벤츠 AMG GT 4도어 쿠페 E 퍼포먼스,벤츠,수입차,대형,,,8.6ℓ/100km,"하이브리드,가솔린,전기",https://imgauto-phinf.pstatic.net/20210901_163/auto_1630461482828ORmpM_PNG/20210901105740_qqGbPhX9.png?type=f160_116
143,2020 링컨 코세어,링컨,수입차,준중형,5720.0,,9.2km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20190425_268/auto_1556169274574nCEtF_PNG/20190425141432_RDWrC0As.png?type=f160_116
144,2021 포드 익스페디션,포드,수입차,대형,8240.0,,7.4km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20210322_136/auto_1616391451065M8hsh_PNG/20210322143721_watTq5OG.png?type=f160_116
145,2021 BMW M4,BMW,수입차,중형,12270.0,13170.0,억,억,https://imgauto-phinf.pstatic.net/20210419_121/auto_1618801998078uFn2t_PNG/20210419121308_lLQJV743.png?type=f160_116
146,2021 아우디 e-트론 스포트백,아우디,수입차,준대형,1198.0,12130.0,억,억,https://imgauto-phinf.pstatic.net/20210521_198/auto_1621557392992uMqNv_PNG/20210521093613_77KWYC39.png?type=f160_116
147,2021 BMW M5,BMW,수입차,준대형,16120.0,2580.0,억,억,https://imgauto-phinf.pstatic.net/20201102_99/auto_1604283200023DkYTT_PNG/20201102111307_p494Dzfq.png?type=f160_116
148,2020 페라리 F8 스파이더,페라리,수입차,스포츠카,39700.0,,억,64km,https://imgauto-phinf.pstatic.net/20190916_138/auto_15686143598401uR64_PNG/20190916151222_Ij68SVPH.png?type=f160_116
149,2020 캐딜락 CT5,캐딜락,수입차,준대형,5428.0,5921.0,10.2km/ℓ,가솔린,https://imgauto-phinf.pstatic.net/20201019_46/auto_1603079878076dBgTQ_PNG/20201019125755_GP6CM48c.png?type=f160_116
